YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,WHEELS_OFF,WHEELS_ON,CRS_ARR_TIME,ARR_TIME,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N248AK,581,14107,1410702,30466,PHX,"Phoenix, AZ",14747,1474703,30559,SEA,"Seattle, WA",WA,1418,1401,-17,1414,1548,1628,1555,0,,0,190,174,154,1,1107,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N323AS,582,14747,1474703,30559,SEA,"Seattle, WA",14262,1426204,34262,PSP,"Palm Springs, CA",CA,2055,2046,-9,2107,2307,2332,2311,0,,0,157,145,120,1,987,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N303AS,586,14747,1474703,30559,SEA,"Seattle, WA",12889,1288903,32211,LAS,"Las Vegas, NV",NV,1350,1416,26,1432,1626,1614,1631,0,,0,144,135,114,1,867,0,0,0,0,17,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N552AS,589,10800,1080003,32575,BUR,"Burbank, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,1715,1656,-19,1710,1928,1958,1934,0,,0,163,158,138,1,937,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N472AS,593,14747,1474703,30559,SEA,"Seattle, WA",10666,1066602,30666,BLI,"Bellingham, WA",WA,2340,2334,-6,2344,5,39,9,0,,0,59,35,21,1,93,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N270AK,601,12889,1288903,32211,LAS,"Las Vegas, NV",14747,1474703,30559,SEA,"Seattle, WA",WA,2055,2050,-5,2103,2309,2337,2316,0,,0,162,146,126,1,867,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N472AS,602,14747,1474703,30559,SEA,"Seattle, WA",12889,1288903,32211,LAS,"Las Vegas, NV",NV,615,619,4,652,845,839,854,0,,0,144,155,113,1,867,0,0,15,0,0,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N281AK,604,14747,1474703,30559,SEA,"Seattle, WA",12889,1288903,32211,LAS,"Las Vegas, NV",NV,1815,1805,-10,1821,2014,2042,2020,0,,0,147,135,113,1,867,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N491AS,605,12889,1288903,32211,LAS,"Las Vegas, NV",14747,1474703,30559,SEA,"Seattle, WA",WA,1248,1239,-9,1254,1508,1524,1514,0,,0,156,155,134,1,867,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N464AS,608,14747,1474703,30559,SEA,"Seattle, WA",12889,1288903,32211,LAS,"Las Vegas, NV",NV,2159,2154,-5,2208,3,20,7,0,,0,141,133,115,1,867,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N303AS,609,12889,1288903,32211,LAS,"Las Vegas, NV",14747,1474703,30559,SEA,"Seattle, WA",WA,1710,1721,11,1735,1946,1947,1952,0,,0,157,151,131,1,867,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N462AS,610,14747,1474703,30559,SEA,"Seattle, WA",14893,1489302,33192,SMF,"Sacramento, CA",CA,950,945,-5,1006,1130,1139,1137,0,,0,109,112,84,1,605,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N472AS,619,12889,1288903,32211,LAS,"Las Vegas, NV",14747,1474703,30559,SEA,"Seattle, WA",WA,937,939,2,956,1206,1211,1216,0,,0,154,157,130,1,867,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N585AS,630,14747,1474703,30559,SEA,"Seattle, WA",14908,1490803,32575,SNA,"Santa Ana, CA",CA,1600,1559,-1,1607,1818,1842,1823,0,,0,162,144,131,1,978,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N224AK,631,14107,1410702,30466,PHX,"Phoenix, AZ",14747,1474703,30559,SEA,"Seattle, WA",WA,645,634,-11,643,827,856,841,0,,0,191,187,164,1,1107,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N461AS,632,14747,1474703,30559,SEA,"Seattle, WA",14107,1410702,30466,PHX,"Phoenix, AZ",AZ,2110,2104,-6,2123,43,100,47,0,,0,170,163,140,1,1107,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N556AS,633,14107,1410702,30466,PHX,"Phoenix, AZ",14747,1474703,30559,SEA,"Seattle, WA",WA,1700,1645,-15,1658,1832,1910,1841,0,,0,190,176,154,1,1107,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N491AS,634,14747,1474703,30559,SEA,"Seattle, WA",12889,1288903,32211,LAS,"Las Vegas, NV",NV,910,859,-11,918,1114,1140,1124,0,,0,150,145,116,1,867,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N303AS,636,14747,1474703,30559,SEA,"Seattle, WA",14107,1410702,30466,PHX,"Phoenix, AZ",AZ,600,636,36,653,1028,950,1033,0,,0,170,177,155,1,1107,0,0,43,0,0,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N320AS,637,14107,1410702,30466,PHX,"Phoenix, AZ",14747,1474703,30559,SEA,"Seattle, WA",WA,810,917,67,926,1107,1021,1121,0,,0,191,184,161,1,1107,60,0,0,0,0,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N491AS,638,14747,1474703,30559,SEA,"Seattle, WA",12889,1288903,32211,LAS,"Las Vegas, NV",NV,1630,1627,-3,1638,1830,1853,1836,0,,0,143,129,112,1,867,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N585AS,639,10800,1080003,32575,BUR,"Burbank, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,1235,1220,-15,1230,1443,1518,1447,0,,0,163,147,133,1,937,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N494AS,641,15376,1537602,30436,TUS,"Tucson, AZ",14747,1474703,30559,SEA,"Seattle, WA",WA,1252,1255,3,1304,1452,1510,1458,0,,0,198,183,168,1,1216,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N433AS,645,14683,1468305,33214,SAT,"San Antonio, TX",14747,1474703,30559,SEA,"Seattle, WA",WA,1853,1845,-8,1857,2051,2121,2102,0,,0,268,257,234,1,1774,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N462AS,646,14747,1474703,30559,SEA,"Seattle, WA",14107,1410702,30466,PHX,"Phoenix, AZ",AZ,1535,1600,25,1625,1946,1925,1950,0,,0,170,170,141,1,1107,0,0,25,0,0,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N303AS,647,14107,1410702,30466,PHX,"Phoenix, AZ",14747,1474703,30559,SEA,"Seattle, WA",WA,1047,1121,34,1136,1314,1255,1320,0,,0,188,179,158,1,1107,0,0,0,0,25,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N494AS,648,14747,1474703,30559,SEA,"Seattle, WA",15376,1537602,30436,TUS,"Tucson, AZ",AZ,759,750,-9,811,1137,1152,1142,0,,0,173,172,146,1,1216,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N462AS,649,14107,1410702,30466,PHX,"Phoenix, AZ",14747,1474703,30559,SEA,"Seattle, WA",WA,2020,2043,23,2054,2226,2230,2235,0,,0,190,172,152,1,1107,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N556AS,650,14747,1474703,30559,SEA,"Seattle, WA",14107,1410702,30466,PHX,"Phoenix, AZ",AZ,1200,1158,-2,1217,1537,1552,1541,0,,0,172,163,140,1,1107,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N248AK,656,14747,1474703,30559,SEA,"Seattle, WA",14107,1410702,30466,PHX,"Phoenix, AZ",AZ,930,927,-3,942,1308,1320,1312,0,,0,170,165,146,1,1107,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N508AS,658,14747,1474703,30559,SEA,"Seattle, WA",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,615,613,-2,630,1136,1200,1147,0,,0,225,214,186,1,1660,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N508AS,663,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",14747,1474703,30559,SEA,"Seattle, WA",WA,1305,1259,-6,1331,1506,1528,1510,0,,0,263,251,215,1,1660,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N472AS,664,14747,1474703,30559,SEA,"Seattle, WA",11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,1255,1313,18,1328,1849,1843,1902,0,,0,228,229,201,1,1660,0,0,1,0,18,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N472AS,669,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",14747,1474703,30559,SEA,"Seattle, WA",WA,1950,2003,13,2019,2218,2211,2225,0,,0,261,262,239,1,1660,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N266AK,670,14747,1474703,30559,SEA,"Seattle, WA",10423,1042302,30423,AUS,"Austin, TX",TX,1225,1233,8,1252,1820,1821,1825,0,,0,236,232,208,1,1770,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N224AK,672,14747,1474703,30559,SEA,"Seattle, WA",11292,1129202,30325,DEN,"Denver, CO",CO,950,945,-5,1004,1308,1322,1314,0,,0,152,149,124,1,1024,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N224AK,673,11292,1129202,30325,DEN,"Denver, CO",14747,1474703,30559,SEA,"Seattle, WA",WA,1440,1438,-2,1448,1618,1638,1624,0,,0,178,166,150,1,1024,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N495AS,674,14747,1474703,30559,SEA,"Seattle, WA",11292,1129202,30325,DEN,"Denver, CO",CO,600,558,-2,618,922,932,928,0,,0,152,150,124,1,1024,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N284AK,676,14747,1474703,30559,SEA,"Seattle, WA",14893,1489302,33192,SMF,"Sacramento, CA",CA,2145,2144,-1,2201,2319,2335,2326,0,,0,110,102,78,1,605,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N474AS,678,14747,1474703,30559,SEA,"Seattle, WA",11292,1129202,30325,DEN,"Denver, CO",CO,1955,1948,-7,2014,2319,2314,2326,0,,0,139,158,125,1,1024,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N494AS,682,14747,1474703,30559,SEA,"Seattle, WA",11292,1129202,30325,DEN,"Denver, CO",CO,1545,1602,17,1617,1921,1912,1928,0,,0,147,146,124,1,1024,3,0,0,0,13,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N273AK,688,14747,1474703,30559,SEA,"Seattle, WA",12889,1288903,32211,LAS,"Las Vegas, NV",NV,1922,1919,-3,1938,2135,2148,2145,0,,0,146,146,117,1,867,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N594AS,689,11884,1188402,31884,GEG,"Spokane, WA",14747,1474703,30559,SEA,"Seattle, WA",WA,938,920,-18,934,1022,1054,1027,0,,0,76,67,48,1,224,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N594AS,690,14747,1474703,30559,SEA,"Seattle, WA",11884,1188402,31884,GEG,"Spokane, WA",WA,735,736,1,800,838,842,842,0,,0,67,66,38,1,224,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N457AS,692,14747,1474703,30559,SEA,"Seattle, WA",14107,1410702,30466,PHX,"Phoenix, AZ",AZ,1950,2003,13,2016,2342,2338,2348,0,,0,168,165,146,1,1107,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N266AK,693,10423,1042302,30423,AUS,"Austin, TX",14747,1474703,30559,SEA,"Seattle, WA",WA,1933,1923,-10,1938,2135,2200,2155,0,,0,267,272,237,1,1770,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N428AS,695,11884,1188402,31884,GEG,"Spokane, WA",14747,1474703,30559,SEA,"Seattle, WA",WA,500,451,-9,512,553,615,612,0,,0,75,81,41,1,224,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N260AK,698,14747,1474703,30559,SEA,"Seattle, WA",11884,1188402,31884,GEG,"Spokane, WA",WA,2320,2317,-3,2330,12,18,15,0,,0,58,58,42,1,224,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N589AS,700,14747,1474703,30559,SEA,"Seattle, WA",14057,1405702,34057,PDX,"Portland, OR",OR,1159,1157,-2,1218,1252,1252,1256,0,,0,53,59,34,1,129,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N471AS,707,13495,1349505,33495,MSY,"New Orleans, LA",14747,1474703,30559,SEA,"Seattle, WA",WA,1918,1924,6,1942,2222,2241,2233,0,,0,323,309,280,1,2086,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N527AS,708,14747,1474703,30559,SEA,"Seattle, WA",13871,1387102,33316,OMA,"Omaha, NE",NE,1035,1034,-1,1048,1523,1539,1528,0,,0,184,174,155,1,1368,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N302AS,710,14747,1474703,30559,SEA,"Seattle, WA",14869,1486903,34614,SLC,"Salt Lake City, UT",UT,1945,1934,-11,1952,2225,2234,2228,0,,0,109,114,93,1,689,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N281AK,724,14747,1474703,30559,SEA,"Seattle, WA",14869,1486903,34614,SLC,"Salt Lake City, UT",UT,635,635,0,659,926,927,929,0,,0,112,114,87,1,689,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N281AK,725,14869,1486903,34614,SLC,"Salt Lake City, UT",14747,1474703,30559,SEA,"Seattle, WA",WA,1040,1026,-14,1043,1123,1159,1134,0,,0,139,128,100,1,689,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N531AS,728,14747,1474703,30559,SEA,"Seattle, WA",10994,1099402,30994,CHS,"Charleston, SC",SC,745,741,-4,815,1550,1552,1555,0,,0,307,314,275,1,2415,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N419AS,729,13198,1319801,33198,MCI,"Kansas City, MO",14747,1474703,30559,SEA,"Seattle, WA",WA,1630,1627,-3,1637,1809,1835,1817,0,,0,245,230,212,1,1489,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N251AK,733,12892,1289208,32575,LAX,"Los Angeles, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,1540,1541,1,1606,1821,1821,1828,0,,0,161,167,135,1,954,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N273AK,734,14747,1474703,30559,SEA,"Seattle, WA",10693,1069302,30693,BNA,"Nashville, TN",TN,730,727,-3,742,1332,1346,1335,0,,0,256,248,230,1,1978,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N474AS,742,14747,1474703,30559,SEA,"Seattle, WA",14869,1486903,34614,SLC,"Salt Lake City, UT",UT,1335,1339,4,1359,1632,1625,1635,0,,0,110,116,93,1,689,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N275AK,745,10397,1039707,30397,ATL,"Atlanta, GA",14747,1474703,30559,SEA,"Seattle, WA",WA,1552,1610,18,1635,1835,1837,1841,0,,0,345,331,300,1,2182,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N275AK,746,14747,1474703,30559,SEA,"Seattle, WA",10397,1039707,30397,ATL,"Atlanta, GA",GA,655,655,0,709,1436,1443,1444,0,,0,288,289,267,1,2182,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N548AS,748,14747,1474703,30559,SEA,"Seattle, WA",15016,1501606,31123,STL,"St. Louis, MO",MO,1225,1216,-9,1237,1756,1810,1801,0,,0,225,225,199,1,1709,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N495AS,749,11292,1129202,30325,DEN,"Denver, CO",14747,1474703,30559,SEA,"Seattle, WA",WA,1045,1040,-5,1053,1227,1245,1233,0,,0,180,173,154,1,1024,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N525AS,753,14492,1449202,34492,RDU,"Raleigh/Durham, NC",14747,1474703,30559,SEA,"Seattle, WA",WA,1728,1720,-8,1748,2019,2038,2023,0,,0,370,363,331,1,2354,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N525AS,754,14747,1474703,30559,SEA,"Seattle, WA",14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,815,800,-15,820,1543,1618,1550,0,,0,303,290,263,1,2354,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N533AS,761,14869,1486903,34614,SLC,"Salt Lake City, UT",14747,1474703,30559,SEA,"Seattle, WA",WA,638,630,-8,647,735,757,741,0,,0,139,131,108,1,689,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N278AK,767,10821,1082106,30852,BWI,"Baltimore, MD",14747,1474703,30559,SEA,"Seattle, WA",WA,1859,1854,-5,1907,2132,2214,2143,0,,0,375,349,325,1,2335,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N464AS,770,14747,1474703,30559,SEA,"Seattle, WA",15304,1530402,33195,TPA,"Tampa, FL",FL,725,720,-5,736,1537,1555,1541,0,,0,330,321,301,1,2520,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N264AK,774,14747,1474703,30559,SEA,"Seattle, WA",10423,1042302,30423,AUS,"Austin, TX",TX,2320,2313,-7,2337,510,516,515,0,,0,236,242,213,1,1770,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N548AS,779,15016,1501606,31123,STL,"St. Louis, MO",14747,1474703,30559,SEA,"Seattle, WA",WA,1915,1856,-19,1908,2105,2200,2117,0,,0,285,261,237,1,1709,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N531AS,787,10994,1099402,30994,CHS,"Charleston, SC",14747,1474703,30559,SEA,"Seattle, WA",WA,1706,1658,-8,1716,1948,2021,1954,0,,0,375,356,332,1,2415,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N471AS,788,14747,1474703,30559,SEA,"Seattle, WA",13495,1349505,33495,MSY,"New Orleans, LA",LA,1135,1127,-8,1145,1740,1809,1814,0,,0,274,287,235,1,2086,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N492AS,790,14747,1474703,30559,SEA,"Seattle, WA",11618,1161802,31703,EWR,"Newark, NJ",NJ,2305,2254,-11,2314,643,719,649,0,,0,314,295,269,1,2402,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N552AS,791,11618,1161802,31703,EWR,"Newark, NJ",14747,1474703,30559,SEA,"Seattle, WA",WA,920,905,-15,935,1225,1253,1237,0,,0,393,392,350,1,2402,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N607AS,792,14747,1474703,30559,SEA,"Seattle, WA",11433,1143302,31295,DTW,"Detroit, MI",MI,759,800,1,818,1509,1516,1516,0,,0,257,256,231,1,1927,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N607AS,793,11433,1143302,31295,DTW,"Detroit, MI",14747,1474703,30559,SEA,"Seattle, WA",WA,1625,1630,5,1643,1823,1836,1833,0,,0,311,303,280,1,1927,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N527AS,799,13871,1387102,33316,OMA,"Omaha, NE",14747,1474703,30559,SEA,"Seattle, WA",WA,1640,1632,-8,1640,1755,1823,1802,0,,0,223,210,195,1,1368,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N587AS,800,14893,1489302,33192,SMF,"Sacramento, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,2025,2005,-20,2018,2151,2225,2159,0,,0,120,114,93,1,605,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N532AS,805,14747,1474703,30559,SEA,"Seattle, WA",12982,1298202,32982,LIH,"Lihue, HI",HI,1750,1747,-3,1805,2129,2231,2134,0,,0,401,347,324,1,2701,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N553AS,810,14747,1474703,30559,SEA,"Seattle, WA",14908,1490803,32575,SNA,"Santa Ana, CA",CA,1205,1154,-11,1207,1415,1449,1418,0,,0,164,144,128,1,978,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N597AS,813,10666,1066602,30666,BLI,"Bellingham, WA",13830,1383002,33830,OGG,"Kahului, HI",HI,905,859,-6,912,1237,1350,1244,0,,0,405,345,325,1,2681,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N516AS,818,12173,1217305,32134,HNL,"Honolulu, HI",14747,1474703,30559,SEA,"Seattle, WA",WA,2255,2251,-4,2314,701,641,709,0,,0,346,378,347,1,2677,0,0,28,0,0,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N583AS,820,13830,1383002,33830,OGG,"Kahului, HI",14747,1474703,30559,SEA,"Seattle, WA",WA,1435,1433,-2,1443,2216,2211,2221,0,,0,336,348,333,1,2640,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N583AS,823,14747,1474703,30559,SEA,"Seattle, WA",14893,1489302,33192,SMF,"Sacramento, CA",CA,619,618,-1,642,805,802,811,0,,0,103,113,83,1,605,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N594AS,831,14747,1474703,30559,SEA,"Seattle, WA",13830,1383002,33830,OGG,"Kahului, HI",HI,1810,1802,-8,1818,2136,2255,2141,0,,0,405,339,318,1,2640,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N536AS,832,12982,1298202,32982,LIH,"Lihue, HI",14747,1474703,30559,SEA,"Seattle, WA",WA,1410,1409,-1,1420,2154,2150,2203,0,,0,340,354,334,1,2701,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N517AS,843,14747,1474703,30559,SEA,"Seattle, WA",12758,1275804,32758,KOA,"Kona, HI",HI,1200,1357,117,1431,1759,1643,1803,0,,0,403,366,328,1,2688,80,0,0,0,0,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N565AS,850,12758,1275804,32758,KOA,"Kona, HI",14747,1474703,30559,SEA,"Seattle, WA",WA,2323,2306,-17,2319,711,723,718,0,,0,360,372,352,1,2688,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N519AS,851,14747,1474703,30559,SEA,"Seattle, WA",12173,1217305,32134,HNL,"Honolulu, HI",HI,930,933,3,948,1329,1415,1336,0,,0,405,363,341,1,2677,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N565AS,859,14747,1474703,30559,SEA,"Seattle, WA",12758,1275804,32758,KOA,"Kona, HI",HI,1740,1733,-7,1751,2124,2223,2128,0,,0,403,355,333,1,2688,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N566AS,861,14747,1474703,30559,SEA,"Seattle, WA",13830,1383002,33830,OGG,"Kahului, HI",HI,1030,1029,-1,1045,1408,1515,1412,0,,0,405,343,323,1,2640,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N487AS,874,13830,1383002,33830,OGG,"Kahului, HI",14747,1474703,30559,SEA,"Seattle, WA",WA,2250,21,91,37,817,630,826,0,,0,340,365,340,1,2640,0,0,25,0,91,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N530AS,876,12758,1275804,32758,KOA,"Kona, HI",14747,1474703,30559,SEA,"Seattle, WA",WA,1150,1132,-18,1150,1933,1936,1942,0,,0,346,370,343,1,2688,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N529AS,879,14747,1474703,30559,SEA,"Seattle, WA",12982,1298202,32982,LIH,"Lihue, HI",HI,928,922,-6,936,1300,1409,1303,0,,0,401,341,324,1,2701,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N532AS,886,12982,1298202,32982,LIH,"Lihue, HI",14747,1474703,30559,SEA,"Seattle, WA",WA,2335,2315,-20,2332,704,718,712,0,,0,343,357,332,1,2701,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N508AS,893,14747,1474703,30559,SEA,"Seattle, WA",12173,1217305,32134,HNL,"Honolulu, HI",HI,1810,1809,-1,1833,2157,2255,2207,0,,0,405,358,324,1,2677,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N596AS,894,12173,1217305,32134,HNL,"Honolulu, HI",14747,1474703,30559,SEA,"Seattle, WA",WA,1400,1410,10,1430,2207,2148,2218,0,,0,348,368,337,1,2677,10,0,20,0,0,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N594AS,901,14747,1474703,30559,SEA,"Seattle, WA",10713,1071302,30713,BOI,"Boise, ID",ID,1219,1215,-4,1228,1425,1447,1429,0,,0,88,74,57,1,399,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N402AS,904,14747,1474703,30559,SEA,"Seattle, WA",14262,1426204,34262,PSP,"Palm Springs, CA",CA,800,755,-5,810,1017,1048,1021,0,,0,168,146,127,1,987,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N520AS,905,14057,1405702,34057,PDX,"Portland, OR",14747,1474703,30559,SEA,"Seattle, WA",WA,1325,1321,-4,1333,1400,1432,1408,0,,0,67,47,27,1,129,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N594AS,918,10713,1071302,30713,BOI,"Boise, ID",14747,1474703,30559,SEA,"Seattle, WA",WA,1550,1550,0,1604,1606,1630,1616,0,,0,100,86,62,1,399,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N278AK,922,14747,1474703,30559,SEA,"Seattle, WA",10821,1082106,30852,BWI,"Baltimore, MD",MD,950,949,-1,1018,1739,1752,1745,0,,0,302,296,261,1,2335,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N492AS,949,14679,1467903,33570,SAN,"San Diego, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,1835,1829,-6,1842,2114,2130,2121,0,,0,175,172,152,1,1050,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N281AK,955,12889,1288903,32211,LAS,"Las Vegas, NV",14747,1474703,30559,SEA,"Seattle, WA",WA,2141,2126,-15,2139,2355,6,2,0,,0,145,156,136,1,867,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N468AS,956,14747,1474703,30559,SEA,"Seattle, WA",12264,1226402,30852,IAD,"Washington, DC",VA,1555,1556,1,1608,2322,2345,2326,0,,0,290,270,254,1,2306,,,,,,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N280AK,977,14262,1426204,34262,PSP,"Palm Springs, CA",14747,1474703,30559,SEA,"Seattle, WA",WA,600,756,116,806,1036,844,1049,0,,0,164,173,150,1,987,116,0,9,0,0,
2018,1,2,11,7,2018-02-11,AS,19930,AS,N477AS,982,14747,1474703,30559,SEA,"Seattle, WA",13796,1379608,32457,OAK,"Oakland, CA",CA,2150,2208,18,2221,2349,2352,2357,0,,0,122,109,88,1,672,,,,,,
