,index,CA,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS,date_time,hour,entries_offset,exits_offset,hourly_entries,hourly_exits
120530,95638,N508,R453,00-00-01,23 ST,FM,IND,05/08/2018,04:00:00,REGULAR,674355560,522311404.0,2018-05-08 04:00:00,4,674355595,522311603.0,35.0,199.0
120531,95639,N508,R453,00-00-01,23 ST,FM,IND,05/08/2018,08:00:00,REGULAR,674355595,522311603.0,2018-05-08 08:00:00,8,674355848,522312404.0,253.0,801.0
120532,95640,N508,R453,00-00-01,23 ST,FM,IND,05/08/2018,12:00:00,REGULAR,674355848,522312404.0,2018-05-08 12:00:00,12,674356371,522312757.0,523.0,353.0
120533,95641,N508,R453,00-00-01,23 ST,FM,IND,05/08/2018,16:00:00,REGULAR,674356371,522312757.0,2018-05-08 16:00:00,16,674357961,522313253.0,1590.0,496.0
120534,95642,N508,R453,00-00-01,23 ST,FM,IND,05/08/2018,20:00:00,REGULAR,674357961,522313253.0,2018-05-08 20:00:00,20,674358488,522313361.0,527.0,108.0
120535,95643,N508,R453,00-00-01,23 ST,FM,IND,05/09/2018,00:00:00,REGULAR,674358488,522313361.0,2018-05-09 00:00:00,0,674358508,522313365.0,20.0,4.0
120536,95644,N508,R453,00-00-01,23 ST,FM,IND,05/09/2018,04:00:00,REGULAR,674358508,522313365.0,2018-05-09 04:00:00,4,674358547,522313558.0,39.0,193.0
120537,95645,N508,R453,00-00-01,23 ST,FM,IND,05/09/2018,08:00:00,REGULAR,674358547,522313558.0,2018-05-09 08:00:00,8,674358756,522314290.0,209.0,732.0
120538,95646,N508,R453,00-00-01,23 ST,FM,IND,05/09/2018,12:00:00,REGULAR,674358756,522314290.0,2018-05-09 12:00:00,12,674359269,522314642.0,513.0,352.0
120539,95647,N508,R453,00-00-01,23 ST,FM,IND,05/09/2018,16:00:00,REGULAR,674359269,522314642.0,2018-05-09 16:00:00,16,674360874,522315130.0,1605.0,488.0
120540,95648,N508,R453,00-00-01,23 ST,FM,IND,05/09/2018,20:00:00,REGULAR,674360874,522315130.0,2018-05-09 20:00:00,20,674361360,522315225.0,486.0,95.0
120541,95649,N508,R453,00-00-01,23 ST,FM,IND,05/10/2018,00:00:00,REGULAR,674361360,522315225.0,2018-05-10 00:00:00,0,674361393,522315231.0,33.0,6.0
120542,95650,N508,R453,00-00-01,23 ST,FM,IND,05/10/2018,04:00:00,REGULAR,674361393,522315231.0,2018-05-10 04:00:00,4,674361428,522315443.0,35.0,212.0
120543,95651,N508,R453,00-00-01,23 ST,FM,IND,05/10/2018,08:00:00,REGULAR,674361428,522315443.0,2018-05-10 08:00:00,8,674361671,522316215.0,243.0,772.0
120544,95652,N508,R453,00-00-01,23 ST,FM,IND,05/10/2018,12:00:00,REGULAR,674361671,522316215.0,2018-05-10 12:00:00,12,674362176,522316603.0,505.0,388.0
120545,95653,N508,R453,00-00-01,23 ST,FM,IND,05/10/2018,16:00:00,REGULAR,674362176,522316603.0,2018-05-10 16:00:00,16,674363944,522317049.0,1768.0,446.0
120546,95654,N508,R453,00-00-01,23 ST,FM,IND,05/10/2018,20:00:00,REGULAR,674363944,522317049.0,2018-05-10 20:00:00,20,674364520,522317172.0,576.0,123.0
120547,95655,N508,R453,00-00-01,23 ST,FM,IND,05/11/2018,00:00:00,REGULAR,674364520,522317172.0,2018-05-11 00:00:00,0,674364548,522317176.0,28.0,4.0
120548,95656,N508,R453,00-00-01,23 ST,FM,IND,05/11/2018,04:00:00,REGULAR,674364548,522317176.0,2018-05-11 04:00:00,4,674364589,522317334.0,41.0,158.0
120549,95657,N508,R453,00-00-01,23 ST,FM,IND,05/11/2018,08:00:00,REGULAR,674364589,522317334.0,2018-05-11 08:00:00,8,674364835,522317971.0,246.0,637.0
120550,95658,N508,R453,00-00-01,23 ST,FM,IND,05/11/2018,12:00:00,REGULAR,674364835,522317971.0,2018-05-11 12:00:00,12,674365433,522318326.0,598.0,355.0
120551,95659,N508,R453,00-00-01,23 ST,FM,IND,05/11/2018,16:00:00,REGULAR,674365433,522318326.0,2018-05-11 16:00:00,16,674366865,522318808.0,1432.0,482.0
120552,95660,N508,R453,00-00-01,23 ST,FM,IND,05/11/2018,20:00:00,REGULAR,674366865,522318808.0,2018-05-11 20:00:00,20,674367104,522318880.0,239.0,72.0
120553,95403,N508,R453,00-00-01,23 ST,FM,IND,05/12/2018,00:00:00,REGULAR,674367104,522318880.0,2018-05-12 00:00:00,0,674367104,522318880.0,0.0,0.0
120554,95404,N508,R453,00-00-01,23 ST,FM,IND,05/12/2018,04:00:00,REGULAR,674367104,522318880.0,2018-05-12 04:00:00,4,674367104,522318880.0,0.0,0.0
120555,95405,N508,R453,00-00-01,23 ST,FM,IND,05/12/2018,08:00:00,REGULAR,674367104,522318880.0,2018-05-12 08:00:00,8,674367104,522318880.0,0.0,0.0
120556,95406,N508,R453,00-00-01,23 ST,FM,IND,05/12/2018,12:00:00,REGULAR,674367104,522318880.0,2018-05-12 12:00:00,12,674367104,522318880.0,0.0,0.0
120557,95407,N508,R453,00-00-01,23 ST,FM,IND,05/12/2018,16:00:00,REGULAR,674367104,522318880.0,2018-05-12 16:00:00,16,674367104,522318880.0,0.0,0.0
120558,95408,N508,R453,00-00-01,23 ST,FM,IND,05/12/2018,20:00:00,REGULAR,674367104,522318880.0,2018-05-12 20:00:00,20,674367104,522318880.0,0.0,0.0
120559,95409,N508,R453,00-00-01,23 ST,FM,IND,05/13/2018,00:00:00,REGULAR,674367104,522318880.0,2018-05-13 00:00:00,0,674367104,522318880.0,0.0,0.0
120560,95410,N508,R453,00-00-01,23 ST,FM,IND,05/13/2018,04:00:00,REGULAR,674367104,522318880.0,2018-05-13 04:00:00,4,674367104,522318880.0,0.0,0.0
120561,95411,N508,R453,00-00-01,23 ST,FM,IND,05/13/2018,08:00:00,REGULAR,674367104,522318880.0,2018-05-13 08:00:00,8,674367104,522318880.0,0.0,0.0
120562,95412,N508,R453,00-00-01,23 ST,FM,IND,05/13/2018,12:00:00,REGULAR,674367104,522318880.0,2018-05-13 12:00:00,12,674367104,522318880.0,0.0,0.0
120563,95413,N508,R453,00-00-01,23 ST,FM,IND,05/13/2018,16:00:00,REGULAR,674367104,522318880.0,2018-05-13 16:00:00,16,674367104,522318880.0,0.0,0.0
120564,95414,N508,R453,00-00-01,23 ST,FM,IND,05/13/2018,20:00:00,REGULAR,674367104,522318880.0,2018-05-13 20:00:00,20,674367104,522318881.0,0.0,1.0
120565,95415,N508,R453,00-00-01,23 ST,FM,IND,05/14/2018,00:00:00,REGULAR,674367104,522318881.0,2018-05-14 00:00:00,0,674367104,522318881.0,0.0,0.0
120566,95416,N508,R453,00-00-01,23 ST,FM,IND,05/14/2018,04:00:00,REGULAR,674367104,522318881.0,2018-05-14 04:00:00,4,674367141,522319056.0,37.0,175.0
120567,95417,N508,R453,00-00-01,23 ST,FM,IND,05/14/2018,08:00:00,REGULAR,674367141,522319056.0,2018-05-14 08:00:00,8,674367389,522319809.0,248.0,753.0
120568,95418,N508,R453,00-00-01,23 ST,FM,IND,05/14/2018,12:00:00,REGULAR,674367389,522319809.0,2018-05-14 12:00:00,12,674367907,522320125.0,518.0,316.0
120569,95419,N508,R453,00-00-01,23 ST,FM,IND,05/14/2018,16:00:00,REGULAR,674367907,522320125.0,2018-05-14 16:00:00,16,674369520,522320529.0,1613.0,404.0
120570,95420,N508,R453,00-00-01,23 ST,FM,IND,05/14/2018,20:00:00,REGULAR,674369520,522320529.0,2018-05-14 20:00:00,20,674369970,522320635.0,450.0,106.0
120571,95421,N508,R453,00-00-01,23 ST,FM,IND,05/15/2018,00:00:00,REGULAR,674369970,522320635.0,2018-05-15 00:00:00,0,674369992,522320638.0,22.0,3.0
120572,95422,N508,R453,00-00-01,23 ST,FM,IND,05/15/2018,04:00:00,REGULAR,674369992,522320638.0,2018-05-15 04:00:00,4,674370040,522320836.0,48.0,198.0
120573,95423,N508,R453,00-00-01,23 ST,FM,IND,05/15/2018,08:00:00,REGULAR,674370040,522320836.0,2018-05-15 08:00:00,8,674370285,522321548.0,245.0,712.0
120574,95424,N508,R453,00-00-01,23 ST,FM,IND,05/15/2018,12:00:00,REGULAR,674370285,522321548.0,2018-05-15 12:00:00,12,674370771,522321907.0,486.0,359.0
120575,95425,N508,R453,00-00-01,23 ST,FM,IND,05/15/2018,16:00:00,REGULAR,674370771,522321907.0,2018-05-15 16:00:00,16,674372434,522322422.0,1663.0,515.0
120576,95426,N508,R453,00-00-01,23 ST,FM,IND,05/15/2018,20:00:00,REGULAR,674372434,522322422.0,2018-05-15 20:00:00,20,674372871,522322538.0,437.0,116.0
120577,95427,N508,R453,00-00-01,23 ST,FM,IND,05/16/2018,00:00:00,REGULAR,674372871,522322538.0,2018-05-16 00:00:00,0,674372906,522322543.0,35.0,5.0
120578,95428,N508,R453,00-00-01,23 ST,FM,IND,05/16/2018,04:00:00,REGULAR,674372906,522322543.0,2018-05-16 04:00:00,4,674372956,522322717.0,50.0,174.0
120579,95429,N508,R453,00-00-01,23 ST,FM,IND,05/16/2018,08:00:00,REGULAR,674372956,522322717.0,2018-05-16 08:00:00,8,674373208,522323464.0,252.0,747.0
120580,95430,N508,R453,00-00-01,23 ST,FM,IND,05/16/2018,12:00:00,REGULAR,674373208,522323464.0,2018-05-16 12:00:00,12,674373767,522323836.0,559.0,372.0
120581,95431,N508,R453,00-00-01,23 ST,FM,IND,05/16/2018,16:00:00,REGULAR,674373767,522323836.0,2018-05-16 16:00:00,16,674375505,522324285.0,1738.0,449.0
120582,95432,N508,R453,00-00-01,23 ST,FM,IND,05/16/2018,20:00:00,REGULAR,674375505,522324285.0,2018-05-16 20:00:00,20,674376024,522324385.0,519.0,100.0
120583,95433,N508,R453,00-00-01,23 ST,FM,IND,05/17/2018,00:00:00,REGULAR,674376024,522324385.0,2018-05-17 00:00:00,0,674376062,522324387.0,38.0,2.0
120584,95434,N508,R453,00-00-01,23 ST,FM,IND,05/17/2018,04:00:00,REGULAR,674376062,522324387.0,2018-05-17 04:00:00,4,674376116,522324592.0,54.0,205.0
120585,95435,N508,R453,00-00-01,23 ST,FM,IND,05/17/2018,08:00:00,REGULAR,674376116,522324592.0,2018-05-17 08:00:00,8,674376359,522325340.0,243.0,748.0
120586,95436,N508,R453,00-00-01,23 ST,FM,IND,05/17/2018,12:00:00,REGULAR,674376359,522325340.0,2018-05-17 12:00:00,12,674376901,522325658.0,542.0,318.0
120587,95437,N508,R453,00-00-01,23 ST,FM,IND,05/17/2018,16:00:00,REGULAR,674376901,522325658.0,2018-05-17 16:00:00,16,674378440,522326207.0,1539.0,549.0
120588,95438,N508,R453,00-00-01,23 ST,FM,IND,05/17/2018,20:00:00,REGULAR,674378440,522326207.0,2018-05-17 20:00:00,20,674379008,522326318.0,568.0,111.0
120589,95439,N508,R453,00-00-01,23 ST,FM,IND,05/18/2018,00:00:00,REGULAR,674379008,522326318.0,2018-05-18 00:00:00,0,674379046,522326324.0,38.0,6.0
120590,95440,N508,R453,00-00-01,23 ST,FM,IND,05/18/2018,04:00:00,REGULAR,674379046,522326324.0,2018-05-18 04:00:00,4,674379081,522326515.0,35.0,191.0
120591,95441,N508,R453,00-00-01,23 ST,FM,IND,05/18/2018,08:00:00,REGULAR,674379081,522326515.0,2018-05-18 08:00:00,8,674379333,522327187.0,252.0,672.0
120592,95442,N508,R453,00-00-01,23 ST,FM,IND,05/18/2018,12:00:00,REGULAR,674379333,522327187.0,2018-05-18 12:00:00,12,674379853,522327619.0,520.0,432.0
120593,95443,N508,R453,00-00-01,23 ST,FM,IND,05/18/2018,16:00:00,REGULAR,674379853,522327619.0,2018-05-18 16:00:00,16,674381196,522328158.0,1343.0,539.0
120594,95444,N508,R453,00-00-01,23 ST,FM,IND,05/18/2018,20:00:00,REGULAR,674381196,522328158.0,2018-05-18 20:00:00,20,674381494,522328287.0,298.0,129.0
120595,96094,N508,R453,00-00-01,23 ST,FM,IND,05/19/2018,00:00:00,REGULAR,674381494,522328287.0,2018-05-19 00:00:00,0,674381494,522328287.0,0.0,0.0
120596,96095,N508,R453,00-00-01,23 ST,FM,IND,05/19/2018,04:00:00,REGULAR,674381494,522328287.0,2018-05-19 04:00:00,4,674381494,522328287.0,0.0,0.0
120597,96096,N508,R453,00-00-01,23 ST,FM,IND,05/19/2018,08:00:00,REGULAR,674381494,522328287.0,2018-05-19 08:00:00,8,674381494,522328287.0,0.0,0.0
120598,96097,N508,R453,00-00-01,23 ST,FM,IND,05/19/2018,12:00:00,REGULAR,674381494,522328287.0,2018-05-19 12:00:00,12,674381494,522328287.0,0.0,0.0
120599,96098,N508,R453,00-00-01,23 ST,FM,IND,05/19/2018,16:00:00,REGULAR,674381494,522328287.0,2018-05-19 16:00:00,16,674381494,522328287.0,0.0,0.0
120600,96099,N508,R453,00-00-01,23 ST,FM,IND,05/19/2018,20:00:00,REGULAR,674381494,522328287.0,2018-05-19 20:00:00,20,674381494,522328287.0,0.0,0.0
120601,96100,N508,R453,00-00-01,23 ST,FM,IND,05/20/2018,00:00:00,REGULAR,674381494,522328287.0,2018-05-20 00:00:00,0,674381494,522328288.0,0.0,1.0
120602,96101,N508,R453,00-00-01,23 ST,FM,IND,05/20/2018,04:00:00,REGULAR,674381494,522328288.0,2018-05-20 04:00:00,4,674381494,522328288.0,0.0,0.0
120603,96102,N508,R453,00-00-01,23 ST,FM,IND,05/20/2018,08:00:00,REGULAR,674381494,522328288.0,2018-05-20 08:00:00,8,674381494,522328288.0,0.0,0.0
120604,96103,N508,R453,00-00-01,23 ST,FM,IND,05/20/2018,12:00:00,REGULAR,674381494,522328288.0,2018-05-20 12:00:00,12,674381495,522328288.0,1.0,0.0
120605,96104,N508,R453,00-00-01,23 ST,FM,IND,05/20/2018,16:00:00,REGULAR,674381495,522328288.0,2018-05-20 16:00:00,16,674381495,522328288.0,0.0,0.0
120606,96105,N508,R453,00-00-01,23 ST,FM,IND,05/20/2018,20:00:00,REGULAR,674381495,522328288.0,2018-05-20 20:00:00,20,674381495,522328288.0,0.0,0.0
120607,96106,N508,R453,00-00-01,23 ST,FM,IND,05/21/2018,00:00:00,REGULAR,674381495,522328288.0,2018-05-21 00:00:00,0,674381495,522328288.0,0.0,0.0
120608,96107,N508,R453,00-00-01,23 ST,FM,IND,05/21/2018,04:00:00,REGULAR,674381495,522328288.0,2018-05-21 04:00:00,4,674381516,522328480.0,21.0,192.0
120609,96108,N508,R453,00-00-01,23 ST,FM,IND,05/21/2018,08:00:00,REGULAR,674381516,522328480.0,2018-05-21 08:00:00,8,674381683,522329115.0,167.0,635.0
120610,96109,N508,R453,00-00-01,23 ST,FM,IND,05/21/2018,12:00:00,REGULAR,674381683,522329115.0,2018-05-21 12:00:00,12,674382122,522329402.0,439.0,287.0
120611,96110,N508,R453,00-00-01,23 ST,FM,IND,05/21/2018,16:00:00,REGULAR,674382122,522329402.0,2018-05-21 16:00:00,16,674383584,522329857.0,1462.0,455.0
120612,96111,N508,R453,00-00-01,23 ST,FM,IND,05/21/2018,20:00:00,REGULAR,674383584,522329857.0,2018-05-21 20:00:00,20,674384041,522329955.0,457.0,98.0
120613,96112,N508,R453,00-00-01,23 ST,FM,IND,05/22/2018,00:00:00,REGULAR,674384041,522329955.0,2018-05-22 00:00:00,0,674384067,522329959.0,26.0,4.0
120614,96113,N508,R453,00-00-01,23 ST,FM,IND,05/22/2018,04:00:00,REGULAR,674384067,522329959.0,2018-05-22 04:00:00,4,674384109,522330170.0,42.0,211.0
120615,96114,N508,R453,00-00-01,23 ST,FM,IND,05/22/2018,08:00:00,REGULAR,674384109,522330170.0,2018-05-22 08:00:00,8,674384344,522330876.0,235.0,706.0
120616,96115,N508,R453,00-00-01,23 ST,FM,IND,05/22/2018,12:00:00,REGULAR,674384344,522330876.0,2018-05-22 12:00:00,12,674384861,522331294.0,517.0,418.0
120617,96116,N508,R453,00-00-01,23 ST,FM,IND,05/22/2018,16:00:00,REGULAR,674384861,522331294.0,2018-05-22 16:00:00,16,674386456,522331849.0,1595.0,555.0
120618,96117,N508,R453,00-00-01,23 ST,FM,IND,05/22/2018,20:00:00,REGULAR,674386456,522331849.0,2018-05-22 20:00:00,20,674386958,522331947.0,502.0,98.0
120619,96118,N508,R453,00-00-01,23 ST,FM,IND,05/23/2018,00:00:00,REGULAR,674386958,522331947.0,2018-05-23 00:00:00,0,674386996,522331954.0,38.0,7.0
120620,96119,N508,R453,00-00-01,23 ST,FM,IND,05/23/2018,04:00:00,REGULAR,674386996,522331954.0,2018-05-23 04:00:00,4,674387030,522332156.0,34.0,202.0
120621,96120,N508,R453,00-00-01,23 ST,FM,IND,05/23/2018,08:00:00,REGULAR,674387030,522332156.0,2018-05-23 08:00:00,8,674387249,522332871.0,219.0,715.0
120622,96121,N508,R453,00-00-01,23 ST,FM,IND,05/23/2018,12:00:00,REGULAR,674387249,522332871.0,2018-05-23 12:00:00,12,674387802,522333203.0,553.0,332.0
120623,96122,N508,R453,00-00-01,23 ST,FM,IND,05/23/2018,16:00:00,REGULAR,674387802,522333203.0,2018-05-23 16:00:00,16,674389394,522333696.0,1592.0,493.0
120624,96123,N508,R453,00-00-01,23 ST,FM,IND,05/23/2018,20:00:00,REGULAR,674389394,522333696.0,2018-05-23 20:00:00,20,674389918,522333807.0,524.0,111.0
120625,96124,N508,R453,00-00-01,23 ST,FM,IND,05/24/2018,00:00:00,REGULAR,674389918,522333807.0,2018-05-24 00:00:00,0,674389958,522333820.0,40.0,13.0
120626,96125,N508,R453,00-00-01,23 ST,FM,IND,05/24/2018,04:00:00,REGULAR,674389958,522333820.0,2018-05-24 04:00:00,4,674389999,522334013.0,41.0,193.0
120627,96126,N508,R453,00-00-01,23 ST,FM,IND,05/24/2018,08:00:00,REGULAR,674389999,522334013.0,2018-05-24 08:00:00,8,674390248,522334672.0,249.0,659.0
120628,96127,N508,R453,00-00-01,23 ST,FM,IND,05/24/2018,12:00:00,REGULAR,674390248,522334672.0,2018-05-24 12:00:00,12,674390809,522335082.0,561.0,410.0
120629,96128,N508,R453,00-00-01,23 ST,FM,IND,05/24/2018,16:00:00,REGULAR,674390809,522335082.0,2018-05-24 16:00:00,16,674392342,522335567.0,1533.0,485.0
120630,96129,N508,R453,00-00-01,23 ST,FM,IND,05/24/2018,20:00:00,REGULAR,674392342,522335567.0,2018-05-24 20:00:00,20,674392832,522335697.0,490.0,130.0
120631,96130,N508,R453,00-00-01,23 ST,FM,IND,05/25/2018,00:00:00,REGULAR,674392832,522335697.0,2018-05-25 00:00:00,0,674392875,522335709.0,43.0,12.0
120632,96131,N508,R453,00-00-01,23 ST,FM,IND,05/25/2018,04:00:00,REGULAR,674392875,522335709.0,2018-05-25 04:00:00,4,674392907,522335884.0,32.0,175.0
120633,96132,N508,R453,00-00-01,23 ST,FM,IND,05/25/2018,08:00:00,REGULAR,674392907,522335884.0,2018-05-25 08:00:00,8,674393118,522336488.0,211.0,604.0
120634,96133,N508,R453,00-00-01,23 ST,FM,IND,05/25/2018,12:00:00,REGULAR,674393118,522336488.0,2018-05-25 12:00:00,12,674393838,522336866.0,720.0,378.0
120635,96134,N508,R453,00-00-01,23 ST,FM,IND,05/25/2018,16:00:00,REGULAR,674393838,522336866.0,2018-05-25 16:00:00,16,674394888,522337269.0,1050.0,403.0
120636,96135,N508,R453,00-00-01,23 ST,FM,IND,05/25/2018,20:00:00,REGULAR,674394888,522337269.0,2018-05-25 20:00:00,20,674395053,522337330.0,165.0,61.0
120637,95110,N508,R453,00-00-01,23 ST,FM,IND,05/26/2018,00:00:00,REGULAR,674395053,522337330.0,2018-05-26 00:00:00,0,674395053,522337330.0,0.0,0.0
120638,95111,N508,R453,00-00-01,23 ST,FM,IND,05/26/2018,04:00:00,REGULAR,674395053,522337330.0,2018-05-26 04:00:00,4,674395053,522337330.0,0.0,0.0
120639,95112,N508,R453,00-00-01,23 ST,FM,IND,05/26/2018,08:00:00,REGULAR,674395053,522337330.0,2018-05-26 08:00:00,8,674395053,522337330.0,0.0,0.0
120640,95113,N508,R453,00-00-01,23 ST,FM,IND,05/26/2018,12:00:00,REGULAR,674395053,522337330.0,2018-05-26 12:00:00,12,674395053,522337330.0,0.0,0.0
120641,95114,N508,R453,00-00-01,23 ST,FM,IND,05/26/2018,16:00:00,REGULAR,674395053,522337330.0,2018-05-26 16:00:00,16,674395053,522337330.0,0.0,0.0
120642,95115,N508,R453,00-00-01,23 ST,FM,IND,05/26/2018,20:00:00,REGULAR,674395053,522337330.0,2018-05-26 20:00:00,20,674395053,522337330.0,0.0,0.0
120643,95116,N508,R453,00-00-01,23 ST,FM,IND,05/27/2018,00:00:00,REGULAR,674395053,522337330.0,2018-05-27 00:00:00,0,674395053,522337330.0,0.0,0.0
120644,95117,N508,R453,00-00-01,23 ST,FM,IND,05/27/2018,04:00:00,REGULAR,674395053,522337330.0,2018-05-27 04:00:00,4,674395053,522337330.0,0.0,0.0
120645,95118,N508,R453,00-00-01,23 ST,FM,IND,05/27/2018,08:00:00,REGULAR,674395053,522337330.0,2018-05-27 08:00:00,8,674395053,522337330.0,0.0,0.0
120646,95119,N508,R453,00-00-01,23 ST,FM,IND,05/27/2018,12:00:00,REGULAR,674395053,522337330.0,2018-05-27 12:00:00,12,674395053,522337330.0,0.0,0.0
120647,95120,N508,R453,00-00-01,23 ST,FM,IND,05/27/2018,16:00:00,REGULAR,674395053,522337330.0,2018-05-27 16:00:00,16,674395053,522337330.0,0.0,0.0
120648,95121,N508,R453,00-00-01,23 ST,FM,IND,05/27/2018,20:00:00,REGULAR,674395053,522337330.0,2018-05-27 20:00:00,20,674395053,522337330.0,0.0,0.0
120649,95122,N508,R453,00-00-01,23 ST,FM,IND,05/28/2018,00:00:00,REGULAR,674395053,522337330.0,2018-05-28 00:00:00,0,674395053,522337330.0,0.0,0.0
120650,95123,N508,R453,00-00-01,23 ST,FM,IND,05/28/2018,04:00:00,REGULAR,674395053,522337330.0,2018-05-28 04:00:00,4,674395053,522337330.0,0.0,0.0
120651,95124,N508,R453,00-00-01,23 ST,FM,IND,05/28/2018,08:00:00,REGULAR,674395053,522337330.0,2018-05-28 08:00:00,8,674395053,522337330.0,0.0,0.0
120652,95125,N508,R453,00-00-01,23 ST,FM,IND,05/28/2018,12:00:00,REGULAR,674395053,522337330.0,2018-05-28 12:00:00,12,674395053,522337330.0,0.0,0.0
120653,95126,N508,R453,00-00-01,23 ST,FM,IND,05/28/2018,16:00:00,REGULAR,674395053,522337330.0,2018-05-28 16:00:00,16,674395053,522337330.0,0.0,0.0
120654,95127,N508,R453,00-00-01,23 ST,FM,IND,05/28/2018,20:00:00,REGULAR,674395053,522337330.0,2018-05-28 20:00:00,20,674395053,522337330.0,0.0,0.0
120655,95128,N508,R453,00-00-01,23 ST,FM,IND,05/29/2018,00:00:00,REGULAR,674395053,522337330.0,2018-05-29 00:00:00,0,674395053,522337334.0,0.0,4.0
120656,95129,N508,R453,00-00-01,23 ST,FM,IND,05/29/2018,04:00:00,REGULAR,674395053,522337334.0,2018-05-29 04:00:00,4,674395084,522337430.0,31.0,96.0
120657,95130,N508,R453,00-00-01,23 ST,FM,IND,05/29/2018,08:00:00,REGULAR,674395084,522337430.0,2018-05-29 08:00:00,8,674395297,522338055.0,213.0,625.0
120658,95131,N508,R453,00-00-01,23 ST,FM,IND,05/29/2018,12:00:00,REGULAR,674395297,522338055.0,2018-05-29 12:00:00,12,674395740,522338350.0,443.0,295.0
120659,95132,N508,R453,00-00-01,23 ST,FM,IND,05/29/2018,16:00:00,REGULAR,674395740,522338350.0,2018-05-29 16:00:00,16,674397076,522338780.0,1336.0,430.0
120660,95133,N508,R453,00-00-01,23 ST,FM,IND,05/29/2018,20:00:00,REGULAR,674397076,522338780.0,2018-05-29 20:00:00,20,674397493,522338904.0,417.0,124.0
120661,95134,N508,R453,00-00-01,23 ST,FM,IND,05/30/2018,00:00:00,REGULAR,674397493,522338904.0,2018-05-30 00:00:00,0,674397516,522338912.0,23.0,8.0
120662,95135,N508,R453,00-00-01,23 ST,FM,IND,05/30/2018,04:00:00,REGULAR,674397516,522338912.0,2018-05-30 04:00:00,4,674397552,522339094.0,36.0,182.0
120663,95136,N508,R453,00-00-01,23 ST,FM,IND,05/30/2018,08:00:00,REGULAR,674397552,522339094.0,2018-05-30 08:00:00,8,674397783,522339805.0,231.0,711.0
120664,95137,N508,R453,00-00-01,23 ST,FM,IND,05/30/2018,12:00:00,REGULAR,674397783,522339805.0,2018-05-30 12:00:00,12,674398304,522340124.0,521.0,319.0
120665,95138,N508,R453,00-00-01,23 ST,FM,IND,05/30/2018,16:00:00,REGULAR,674398304,522340124.0,2018-05-30 16:00:00,16,674399938,522340508.0,1634.0,384.0
120666,95139,N508,R453,00-00-01,23 ST,FM,IND,05/30/2018,20:00:00,REGULAR,674399938,522340508.0,2018-05-30 20:00:00,20,674400501,522340663.0,563.0,155.0
120667,95140,N508,R453,00-00-01,23 ST,FM,IND,05/31/2018,00:00:00,REGULAR,674400501,522340663.0,2018-05-31 00:00:00,0,674400524,522340671.0,23.0,8.0
120668,95141,N508,R453,00-00-01,23 ST,FM,IND,05/31/2018,04:00:00,REGULAR,674400524,522340671.0,2018-05-31 04:00:00,4,674400562,522340864.0,38.0,193.0
120669,95142,N508,R453,00-00-01,23 ST,FM,IND,05/31/2018,08:00:00,REGULAR,674400562,522340864.0,2018-05-31 08:00:00,8,674400809,522341560.0,247.0,696.0
120670,95143,N508,R453,00-00-01,23 ST,FM,IND,05/31/2018,12:00:00,REGULAR,674400809,522341560.0,2018-05-31 12:00:00,12,674401324,522341900.0,515.0,340.0
120671,95144,N508,R453,00-00-01,23 ST,FM,IND,05/31/2018,16:00:00,REGULAR,674401324,522341900.0,2018-05-31 16:00:00,16,674402833,522342375.0,1509.0,475.0
120672,95145,N508,R453,00-00-01,23 ST,FM,IND,05/31/2018,20:00:00,REGULAR,674402833,522342375.0,2018-05-31 20:00:00,20,674403357,522342510.0,524.0,135.0
120673,95146,N508,R453,00-00-01,23 ST,FM,IND,06/01/2018,00:00:00,REGULAR,674403357,522342510.0,2018-06-01 00:00:00,0,674403387,522342516.0,30.0,6.0
120674,95147,N508,R453,00-00-01,23 ST,FM,IND,06/01/2018,04:00:00,REGULAR,674403387,522342516.0,2018-06-01 04:00:00,4,674403429,522342675.0,42.0,159.0
120675,95148,N508,R453,00-00-01,23 ST,FM,IND,06/01/2018,08:00:00,REGULAR,674403429,522342675.0,2018-06-01 08:00:00,8,674403666,522343326.0,237.0,651.0
120676,95149,N508,R453,00-00-01,23 ST,FM,IND,06/01/2018,12:00:00,REGULAR,674403666,522343326.0,2018-06-01 12:00:00,12,674404280,522343680.0,614.0,354.0
120677,95150,N508,R453,00-00-01,23 ST,FM,IND,06/01/2018,16:00:00,REGULAR,674404280,522343680.0,2018-06-01 16:00:00,16,674405618,522344132.0,1338.0,452.0
120678,95151,N508,R453,00-00-01,23 ST,FM,IND,06/01/2018,20:00:00,REGULAR,674405618,522344132.0,2018-06-01 20:00:00,20,,,,
120679,95645,N508,R453,00-00-02,23 ST,FM,IND,04/28/2018,00:00:00,REGULAR,1825585560,1931388163.0,2018-04-28 00:00:00,0,1825585525,1931388172.0,,9.0
120680,95646,N508,R453,00-00-02,23 ST,FM,IND,04/28/2018,04:00:00,REGULAR,1825585525,1931388172.0,2018-04-28 04:00:00,4,1825585517,1931388202.0,,30.0
120681,95647,N508,R453,00-00-02,23 ST,FM,IND,04/28/2018,08:00:00,REGULAR,1825585517,1931388202.0,2018-04-28 08:00:00,8,1825585434,1931388335.0,,133.0
